Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"Understanding what industry wants from requirements engineers: an exploration of RE jobs in Canada","Chong Wang; Pengwei Cui; Maya Daneva; Mohamad Kassab","Wuhan University, China; Wuhan University, China; University of Twente, the Netherlands; Pennsylvania State University","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","10","[Background] Prior research on the professional occupation of Requirements Engineering (RE) in Europe and Latin America indicated incongruities between RE practice as perceived by industry and as in textbooks, and conducted detailed analysis of both RE and non-RE job aspects. Relatively little is published on the RE competencies and skills industry expects, and seldom investigated the application domains calling for RE professionals. [Aims] We felt motivated by those findings to carry out research on RE job posts in a North-American market. Especially, we focused solely on RE-specific tasks, competencies and skills, from the perspective of defined position categories. Plus, we intend to explore the application domains in need for RE professionals to reveal the wide range of RE roles in industry. [Methods] Coding process, analysis, and synthesis were applied to the textual descriptions of the 190 RE job ads from Canada's most popular online job search site, especially to the text referring to tasks and competencies. [Results] We contribute to the empirical analysis of RE jobs, by providing insights from Canada's IT market in 2017. Using 109 RE job ads from the most popular IT job search portal T-Net, we identified the qualifications, experience and skills demanded by Canadian employers. Furthermore, we explored the distribution of those RE tasks and competences over the 11 categories of RE roles. [Conclusions] Our results suggest that the majority of the employers were big to very big companies in 29 business domains, and the most in-demand RE skills for them were related to RE methods and to project management aspects affecting requirements. In addition, employers placed much more emphasis on experience - both RE-specific and broad software engineering experience, than on higher education.","","","10.1145/3239235.3268916","","https://dl.acm.org/doi/pdf/10.1145/3239235.3268916","","Requirements analysis","","","","2","111","","","","","",""
"Using semantic frames to identify related textual requirements: an initial validation","Waad Alhoshan; Liping Zhao; Riza Batista-Navarro","University of Manchester, Manchester, United Kingdom; University of Manchester, Manchester, United Kingdom; University of Manchester, Manchester, United Kingdom","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","2","Identifying relationships between requirements described in natural language (NL) is a difficult task in requirements engineering (RE). This paper presents a novel approach that uses Semantic Frames in FrameNet to find the relationships between requirements. Our initial validation shows that the approach is promising, with an F-Score of 83%. Our next step is to use the approach to identify implicit requirements relationships and finding requirements traceability links.","","","10.1145/3239235.3267441","","https://dl.acm.org/doi/pdf/10.1145/3239235.3267441","","Requirements analysis","","","","0","165","","","","","",""
"Identifying bug-inducing changes for code additions","Emre Sahal; Ayse Tosun","Istanbul Technical University, Istanbul, Turkey; Istanbul Technical University, Istanbul, Turkey","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","2","Background. SZZ algorithm has been popularly used to identify bug-inducing changes in version history. It is still limited to link a fixing change to an inducing one, when the fix constitutes of code additions only. Goal. We improve the original SZZ by proposing a way to link the code additions in a fixing change to a list of candidate inducing changes. Method. The improved version, A-SZZ, finds the code block encapsulating the new code added in a fixing change, and traces back to the historical changes of the code block. We mined the GitHub repositories of two projects, Angular.js and Vue, and ran A-SZZ to identify bug-inducing changes of code additions. We evaluated the effectiveness of A-SZZ in terms of inducing and fixing ratios, and time span between the two changes. Results. The approach works well for linking code additions with previous changes, although it still produces many false positives. Conclusions. Nearly a quarter of the files in fixing changes contain code additions only, and hence, new heuristics should be implemented to link those with inducing changes in a more efficient way.","","","10.1145/3239235.3267440","","https://dl.acm.org/doi/pdf/10.1145/3239235.3267440","","Software defect analysis","","","","3","134","","","","","",""
"Domain-specific modelware: to make the machine learning model reusable and reproducible","Hui Zhao; Jimin Liang; Xuezhen Yin; Lingfeng Yang; Peili Yang; Yuhang Wang","East China Normal University, Shanghai, China; Xidian University, Xi'an, China; East China Normal University, Shanghai, China; East China Normal University, Shanghai, China; East China Normal University, Shanghai, China; East China Normal University, Shanghai, China","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","2","Machine learning task is a routine process including data collection, feature engineering, model training, hyper-parameters tuning, model evaluation and model deployment. The process is usually complex, iterated and time-consuming. Commonly, researchers seldom start building the machine model from scratch. They may select some well-known and well-trained models in similar task domains as the reference models. Then they try to tune the hyper-parameters and accelerate the iteration. Thus, some models are often reused and need to be reproduced by using new training dataset. Moreover, understanding the model and the iteration is more necessary. This scenario is very similar to that of software reuse. In this poster, we propose Modelware and argue the need of Modelware to make the machine learning model reusable and reproducible. We define the Modelware which is the reused object and develop a model repository to provide the model lineage management and model visit tool. The big data for building model is managed collaboratively so that the model can be reproduced. The iteration process to obtain the final optimized model is abstracted and implemented using a lightweight workflow. Finally, we take two different classification tasks as the demonstration.","","","10.1145/3239235.3267439","","https://dl.acm.org/doi/pdf/10.1145/3239235.3267439","","Software infrastructure","","","","0","107","","","","","",""
"Measuresoftgram: a future vision of software product quality","Hilmer Rodrigues Neri; Guilherme Horta Travassos","UnB/FGA and COPPE/UFRJ, Brazil; COPPE/UFRJ, Brazil","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","4","<u>Background:</u> Software product quality assurance affects the acceptance of releases. The one dimensional observational perspective of current software product quality (SPQ) models constrains their use in continuous software engineering environments. <u>Aims:</u> To investigate multidimensional relationships between software product characteristics and build an evidence-based infrastructure to observe SPQ continuously. <u>Method:</u> To mine and manipulate datasets regarding software development and use. Next, to perform multidimensional analytical SPQ interpretations to observe quality. <u>Results:</u> There is empirical evidence on the multidimensionality linkage of quality characteristics throughout the software life cycle. <u>Conclusions:</u> The one-dimensional quality perspective is not enough to observe the SPQ in continuous environments. Alternative mathematical abstractions should be investigated.","","","10.1145/3239235.3267438","","https://dl.acm.org/doi/pdf/10.1145/3239235.3267438","","Software creation and management","","","","1","114","","","","","",""
"Standards of validity and the validity of standards in behavioral software engineering research: the perspective of psychological test theory","Lucas Gren","Chalmers University of Technology and The University of Gothenburg, Gothenburg, Sweden","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","4","Background. There are some publications in software engineering research that aim at guiding researchers in assessing validity threats to their studies. Still, many researchers fail to address many aspects of validity that are essential to quantitative research on human factors.","","","10.1145/3239235.3267437","","https://dl.acm.org/doi/pdf/10.1145/3239235.3267437","","Validation","","","","0","89","","","","","",""
"Measuring LDA topic stability from clusters of replicated runs","Mika V. Mantyla; Maelick Claes; Umar Farooq","University of Oulu, Finland; University of Oulu, Finland; University of Oulu, Finland","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","4","Background: Unstructured and textual data is increasing rapidly and Latent Dirichlet Allocation (LDA) topic modeling is a popular data analysis methods for it. Past work suggests that instability of LDA topics may lead to systematic errors. Aim: We propose a method that relies on replicated LDA runs, clustering, and providing a stability metric for the topics. Method: We generate k LDA topics and replicate this process n times resulting in n*k topics. Then we use K-medioids to cluster the n*k topics to k clusters. The k clusters now represent the original LDA topics and we present them like normal LDA topics showing the ten most probable words. For the clusters, we try multiple stability metrics, out of which we recommend Rank-Biased Overlap, showing the stability of the topics inside the clusters. Results: We provide an initial validation where our method is used for 270,000 Mozilla Firefox commit messages with k=20 and n=20. We show how our topic stability metrics are related to the contents of the topics. Conclusions: Advances in text mining enable us to analyze large masses of text in software engineering but non-deterministic algorithms, such as LDA, may lead to unreplicable conclusions. Our approach makes LDA stability transparent and is also complementary rather than alternative to many prior works that focus on LDA parameter tuning.","","","10.1145/3239235.3267435","","https://dl.acm.org/doi/pdf/10.1145/3239235.3267435","","Software and its engineering","","","","5","127","","","","","",""
"On the use of emoticons in open source software development","Maëlick Claes; Mika Mäntylä; Umar Farooq","University of Oulu, Finland; University of Oulu, Finland; University of Oulu, Finland","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","4","Background: Using sentiment analysis to study software developers' behavior comes with challenges such as the presence of a large amount of technical discussion unlikely to express any positive or negative sentiment. However, emoticons provide information about developer sentiments that can easily be extracted from software repositories. Aim: We investigate how software developers use emoticons differently in issue trackers in order to better understand the differences between developers and determine to which extent emoticons can be used as in place of sentiment analysis. Method: We extract emoticons from 1.3M comments from Apache's issue tracker and 4.5M from Mozilla's issue tracker using regular expressions built from a list of emoticons used by SentiStrength and Wikipedia. We check for statistical differences using Mann-Whitney U tests and determine the effect size with Cliff's δ. Results: Overall Mozilla developers rely more on emoticons than Apache developers. While the overall rate of comments with emoticons is of 1% and 3% for Apache and Mozilla, some individual developers can have a rate up to 21%. Looking specifically at Mozilla developers, we find that western developers use significantly more emoticons (with medium size effect) than eastern developers. While the majority of emoticons are used to express joy, we find that Mozilla developers use emoticons more frequently to express sadness and surprise than Apache developers. Finally, we find that Apache developers use overall more emoticons during weekends than during weekdays, with the share of sad and surprised emoticons increasing during weekends. Conclusions: While emoticons are primarily used to express joy, the more occasional use of sad and surprised emoticons can potentially be utilized to detect frustration in place of sentiment analysis among developers using emoticons frequently enough.","","","10.1145/3239235.3267434","","https://dl.acm.org/doi/pdf/10.1145/3239235.3267434","","Sentiment analysis","","","","1","97","","","","","",""
"Comparing the effectiveness of goal-oriented languages: results from a controlled experiment","Silvia Abrahão; Emilio Insfran; Fernando González-Ladrón de Guevara; Marta Fernández-Diego; Carlos Cano-Genoves; Raphael Pereira de Oliveira","Universitat Politècnica de València, c/ Camino de Vera, s/n, Spain; Universitat Politècnica de València, c/ Camino de Vera, s/n, Spain; Universitat Politècnica de València, c/ Camino de Vera, s/n, Spain; Universitat Politècnica de València, c/ Camino de Vera, s/n, Spain; Universitat Politècnica de València, c/ Camino de Vera, s/n, Spain; Federal Institute of Sergipe, Aracaju, Brazil","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","4","Context. Several early requirements approaches focus on modeling objectives, interest or benefits of related stakeholders. However, as they can be used for different purposes as identifying problems, exploring system solutions, evaluating alternatives, etc., there are no clear guidelines on how to build these models, which constructs of the language must be used in each case, and most importantly, how to use these models downstream to the software requirements and design artifacts. Background. In a previous work, we proposed a specialization of the GRL language ([email protected]) to specify stakeholders' goals when dealing with early requirements in the context of incremental software development. Goal/Method. This paper reports on a controlled experiment aimed at comparing the goal model quality and the productivity, perceived ease of use, and perceived usefulness of participants when using [email protected] and i* languages. Results. The results showed that [email protected] obtained better results than i* as a goal modeling language indicating that it can be considered as a promising emerging approach in this area. Conclusions. [email protected] allows obtaining goal models with good quality that may be later used downstream software development activities.","","","10.1145/3239235.3267433","","https://dl.acm.org/doi/pdf/10.1145/3239235.3267433","","Empirical software validation","","","","0","88","","","","","",""
"Maintaining systematic literature reviews: benefits and drawbacks","Vilmar Nepomuceno; Sergio Soares","CIn - UFPE, IFPE, Recife, Brazil; CIn - UFPE, ISI-TICs, Recife, Brazil","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","4","Background: Maintenance and traceability (versioning) are constant concerns in Software Engineering (SE), however, few works related to these topics in Systematic Literature Reviews (SLR) were found. Goal: The goal of this research is to elucidate how SLRs can be maintained and what are the benefits and drawbacks in this process. Method: This work presents a survey where experienced researchers that conducted SLRs between 2011 and 2015 answered questions about maintenance and traceability and, using software maintenance concepts, it addresses the SLRs maintenance process. From the 79 e-mails sent we reach 28 answers. Results: 19 of surveyed researchers have shown interest in keeping their SLRs up-to-date, but they have expressed concerns about the effort to be made to accomplish it. It was also observed that 20 participants would be willing to share their SLRs in common repositories, such as GitHub. Conclusions: There is a need to perform maintenance on SLRs. Thus, we are proposing a SLR maintenance process, taking into account some benefits and drawbacks identified during our study and presented through the paper.","","","10.1145/3239235.3267432","","https://dl.acm.org/doi/pdf/10.1145/3239235.3267432","","Empirical studies","","","","1","141","","","","","",""
"When and who leaves matters: emerging results from an empirical study of employee turnover","Panagiota Chatzipetrou; Darja Šmite; Rini van Solingen","Blekinge Institute of Technology, Karlskrona, Sweden; Blekinge Institute of Technology, Karlskrona, Sweden; Delft University of Technology, Delft, Netherlands","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","4","Background: Employee turnover in GSD is an extremely important issue, especially in Western companies offshoring to emerging nations. Aims: In this case study we investigated an offshore vendor company and in particular whether the employees' retention is related with their experience. Moreover, we studied whether we can identify a threshold associated with the employees' tendency to leave the particular company. Method: We used a case study, applied and presented descriptive statistics, contingency tables, results from Chi-Square test of association and post hoc tests. Results: The emerging results showed that employee retention and company experience are associated. In particular, almost 90% of the employees are leaving the company within the first year, where the percentage within the second year is 50-50%. Thus, there is an indication that the 2 years' time is the retention threshold for the investigated offshore vendor company. Conclusions: The results are preliminary and lead us to the need for building a prediction model which should include more inherent characteristics of the projects to aid the companies avoiding massive turnover waves.","","","10.1145/3239235.3267431","","https://dl.acm.org/doi/pdf/10.1145/3239235.3267431","","Software management","","","","2","136","","","","","",""
"A preliminary study of agility in business and production: cases of early-stage hardware startups","Anh Nguyen-Duc; Xiaofang Weng; Pekka Abrahamsson","University of South-eastern Norway, Italy; University of Bolzano, Italy; University of Jyväskylä, Finland","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","4","[Context] Advancement in technologies, popularity of small-batch manufacturing and the recent trend of investing in hardware startups are among the factors leading to the rise of hardware startups nowadays. It is essential for hardware startups, companies that involve both software and hardware development, to be not only agile to develop their business but also efficient to develop the right products. [Objective] We investigate how hardware startups achieve agility when developing their products in early stages. [Methods] A qualitative research is conducted with data from 20 hardware startups. [Result] Preliminary results show that agile development is known to hardware entrepreneurs, however it is limitedly adopted. We also found four categories of tactics: (1) strategy, (2) personnel, (3) artifact and (4) resource that enable hardware startups agile in their early stage business and product development. [Conclusions] Agile methodologies should be adopted with the consideration of specific features of hardware development, such as up-front design and vendor dependencies.","","","10.1145/3239235.3267430","","https://dl.acm.org/doi/pdf/10.1145/3239235.3267430","","","","","","1","103","","","","","",""
